_time,eventcount,firstpage,theugid,thedevice,isloggedin_r,time_hhmmss_r,login_or_create
2016-02-18T11:54:12.062-0500,3,wish,1a7467a3152f5253ca660a5,DESKTOP,"user by-session,user by-session,user by-session","11:54:12,11:54:12,11:54:13","N,N,N"
2016-02-18T11:50:20.927-0500,5,wish,68aaf9e1152f43041686816,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","11:50:20,11:50:20,11:50:21,11:50:37,11:50:50","N,N,N,C,N"
2016-02-18T11:49:41.784-0500,3,wish,a16a3e4152881a181b55c2,DESKTOP,"user by-session,user by-session,user by-session","11:49:41,11:49:42,11:49:42","N,N,N"
2016-02-18T11:44:48.460-0500,3,wish,68aaf9e1152f43041686d7f,DESKTOP,"user by-session,user by-session,user by-session","11:44:48,11:44:48,11:44:49","N,N,N"
2016-02-18T11:37:29.467-0500,3,wish,ae071e4152eee890ae476,DESKTOP,"user by-session,user by-session,user by-session","11:37:29,11:37:29,11:37:30","N,N,N"
2016-02-18T11:36:36.756-0500,3,wish,1a7467a3152f416419a6e5b,DESKTOP,"user by-session,user by-session,user by-session","11:36:36,11:36:36,11:36:38","N,N,N"
2016-02-18T11:33:15.501-0500,5,wish,68aaf9e1152f43041685c98,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","11:33:15,11:33:15,11:33:16,11:33:45,11:33:51","N,N,N,N,N"
2016-02-18T11:30:17.346-0500,6,wish,68aaf9e1152f4304168627f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","11:30:17,11:30:17,11:30:17,11:30:37,11:30:49,11:30:53","N,N,N,L,N,N"
2016-02-18T11:27:37.100-0500,3,wish,68aaf9e1152f43041685655,DESKTOP,"user by-session,user by-session,user by-session","11:27:37,11:27:37,11:27:39","N,N,N"
2016-02-18T11:25:59.559-0500,4,wish,1a7467a3152f5253ca67851,TABLET,"user by-session,user by-session,user by-session,user by-session","11:25:59,11:25:59,11:26:00,11:27:06","N,N,N,C"
2016-02-18T11:21:41.916-0500,3,wish,1a7467a3152f5253ca6763b,MOBILE,"user by-session,user by-session,user by-session","11:21:41,11:21:42,11:21:42","N,N,N"
2016-02-18T11:16:00.567-0500,4,wish,1a7467a3152f5253ca67c9c,DESKTOP,"user by-session,user by-session,user by-session,user by-session","11:16:00,11:16:00,11:16:01,11:18:17","N,N,N,N"
2016-02-18T11:10:47.846-0500,3,wish,68aaf9e1152f43041685112,MOBILE,"user by-session,user by-session,user by-session","11:10:47,11:10:48,11:10:49","N,N,N"
2016-02-18T11:05:46.845-0500,7,wish,68aaf9e1152f43041683e38,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","11:05:46,11:05:46,11:05:47,11:05:58,11:06:02,11:06:06,11:06:07","N,N,N,L,N,N,N"
2016-02-18T11:04:10.849-0500,3,wish,68aaf9e1152f43041684461,DESKTOP,"user by-session,user by-session,user by-session","11:04:10,11:04:10,11:04:11","N,N,N"
2016-02-18T11:03:32.878-0500,3,wish,1a7467a3152f416419a73cb,DESKTOP,"user by-session,user by-session,user by-session","11:03:32,11:03:33,11:03:36","N,N,N"
2016-02-18T10:59:59.101-0500,3,wish,68aaf9e1152f43041683378,DESKTOP,"user by-session,user by-session,user by-session","10:59:59,10:59:59,11:00:00","N,N,N"
2016-02-18T10:58:12.453-0500,3,wish,1a7467a3152f416419a72e4,DESKTOP,"user by-session,user by-session,user by-session","10:58:12,10:58:12,10:58:13","N,N,N"
2016-02-18T10:51:50.893-0500,3,wish,68aaf9e1152f430416831cf,DESKTOP,"user by-session,user by-session,user by-session","10:51:50,10:51:51,10:51:52","N,N,N"
2016-02-18T10:48:42.660-0500,7,wish,1a7467a3152f416419a590f,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","10:48:42,10:48:42,10:48:42,10:48:55,10:48:57,10:49:30,10:49:43","N,N,N,L,N,C,N"
2016-02-18T10:44:08.057-0500,6,wish,634e3ddc152cc23e54c7d12,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","10:44:08,10:44:08,10:44:08,10:44:27,10:44:29,10:44:35","N,N,N,L,N,N"
2016-02-18T10:41:45.443-0500,3,wish,68aaf9e1152f430416831cf,DESKTOP,"user by-session,user by-session,user by-session","10:41:45,10:41:45,10:41:47","N,N,N"
2016-02-18T10:31:18.784-0500,3,wish,68aaf9e1152f43041681845,TABLET,"user by-session,user by-session,user by-session","10:31:18,10:31:18,10:31:19","N,N,N"
2016-02-18T10:29:25.513-0500,3,wish,1a7467a3152f416419a5d6e,DESKTOP,"user by-session,user by-session,user by-session","10:29:25,10:29:25,10:29:26","N,N,N"
2016-02-18T10:26:29.317-0500,4,wish,66c9bf501517f49c9a66e88,MOBILE,"user by-session,user by-session,user by-session,user by-session","10:26:29,10:26:29,10:26:29,10:27:11","N,N,N,C"
2016-02-18T10:20:47.106-0500,13,wish,634e3ddc152cc23e54c7d12,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","10:20:47,10:20:47,10:20:47,10:21:11,10:21:15,10:22:35,10:22:38,10:23:03,10:23:05,10:23:13,10:23:16,10:23:26,10:23:28","N,N,N,L,N,L,N,L,N,L,N,L,N"
2016-02-18T10:04:39.595-0500,6,wish,1a7467a3152f416419a48eb,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","10:04:39,10:04:39,10:04:39,10:04:48,10:05:20,10:05:21","N,N,N,L,N,N"
2016-02-18T10:00:43.280-0500,3,wish,1a7467a3152f416419a46d7,TABLET,"user by-session,user by-session,user by-session","10:00:43,10:00:43,10:00:44","N,N,N"
2016-02-18T10:00:37.607-0500,8,wish,68aaf9e1152f43041681284,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","10:00:37,10:00:43,10:00:46,10:02:23,10:02:28,10:02:42,10:02:51,10:03:42","N,N,N,N,N,N,N,N"
2016-02-18T10:00:36.756-0500,2,wish,68aaf9e1152f43041681284,DESKTOP,"user by-session,user by-session","10:00:36,10:00:37","N,N"
2016-02-18T09:43:21.051-0500,6,wish,68aaf9e1152f430416848a,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","09:43:21,09:43:21,09:43:21,09:44:18,09:44:38,09:47:03","N,N,N,C,N,N"
2016-02-18T09:20:23.932-0500,10,wish,26ce5d8d151d53a05e41fc8,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","09:20:23,09:20:24,09:20:24,09:20:36,09:20:38,09:21:01,09:21:59,09:22:03,09:24:25,09:24:33","N,N,N,L,N,N,N,N,N,N"
2016-02-18T09:16:42.892-0500,3,wish,1a7467a3152f416419a259e,DESKTOP,"user by-session,user by-session,user by-session","09:16:42,09:16:43,09:16:43","N,N,N"
2016-02-18T09:12:43.393-0500,4,wish,1924e802152a6cdb4fd38c,DESKTOP,"user by-session,user by-session,user by-session,user by-session","09:12:43,09:12:43,09:12:44,09:15:03","N,N,N,C"
2016-02-18T09:09:45.929-0500,3,wish,68aaf9e1152f4304168c67,DESKTOP,"user by-session,user by-session,user by-session","09:09:45,09:09:46,09:09:47","N,N,N"
2016-02-18T09:07:22.631-0500,8,wish,4a8dd6e6152306499d052ce,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user","09:07:22,09:07:22,09:07:23,09:07:32,09:07:35,09:07:48,09:08:12,09:08:28","N,N,N,L,N,C,N,N"
2016-02-18T09:05:29.698-0500,6,wish,68aaf9e1152f430416810ba,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","09:05:29,09:05:29,09:05:30,09:05:45,09:06:07,09:06:08","N,N,N,L,N,N"
2016-02-18T08:56:39.215-0500,11,wish,ae071e4152eee890ae5875,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","08:56:39,08:56:39,08:56:39,08:56:52,08:56:55,08:57:08,08:57:11,08:57:52,08:57:54,08:58:20,09:00:06","N,N,N,L,N,L,N,L,N,C,N"
2016-02-18T08:53:14.168-0500,4,wish,102bb93714c0d7a165a7577,MOBILE,"user by-session,user by-session,user by-session,user by-session","08:53:14,08:53:15,08:53:16,08:53:31","N,N,N,L"
2016-02-18T08:42:57.021-0500,9,wish,68aaf9e1152f43041681d35,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user,user,user","08:42:57,08:42:57,08:42:58,08:43:50,08:44:23,08:45:10,08:45:10,08:45:11,08:47:51","N,N,N,C,N,N,N,N,N"
2016-02-18T08:42:21.727-0500,3,wish,1a7467a3152f416419a13ae,MOBILE,"user by-session,user by-session,user by-session","08:42:21,08:42:22,08:42:23","N,N,N"
2016-02-18T08:32:45.783-0500,4,wish,1a7467a3152f416419ae8b,DESKTOP,"user by-session,user by-session,user by-session,user by-session","08:32:45,08:32:45,08:32:47,08:33:00","N,N,N,L"
2016-02-18T08:26:45.976-0500,5,wish,68aaf9e1152f430416827e6,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session","08:26:45,08:26:46,08:26:46,08:27:17,08:27:19","N,N,N,L,N"
2016-02-18T08:26:37.586-0500,3,wish,68aaf9e1152f430416827e6,TABLET,"user by-session,user by-session,user by-session","08:26:37,08:26:37,08:26:38","N,N,N"
2016-02-18T08:02:36.209-0500,3,wish,68aaf9e1152f43041683d1c,MOBILE,"user by-session,user by-session,user by-session","08:02:36,08:02:36,08:02:36","N,N,N"
2016-02-18T08:02:08.238-0500,7,wish,68aaf9e1152f43041683d24,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","08:02:08,08:02:08,08:02:09,08:02:35,08:02:37,08:03:14,08:03:47","N,N,N,L,N,C,N"
2016-02-18T07:46:43.082-0500,6,wish,401f3e8d151b656a8285a41,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","07:46:43,07:46:43,07:46:43,07:46:56,07:46:58,07:47:31","N,N,N,L,N,C"
2016-02-18T07:43:19.195-0500,4,wish,ae071e4152f14e96d165e9,DESKTOP,"user by-session,user by-session,user by-session,user by-session","07:43:19,07:43:19,07:43:19,07:44:05","N,N,N,L"
2016-02-18T07:42:32.166-0500,3,wish,731b1dd114cb23a90a15573,MOBILE,"user by-session,user by-session,user by-session","07:42:32,07:42:32,07:42:32","N,N,N"
2016-02-18T07:41:04.643-0500,7,wish,65282db6152ec3116a71f01,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","07:41:04,07:41:05,07:41:06,07:41:45,07:41:47,07:42:37,07:42:56","N,N,N,L,N,C,N"
2016-02-18T07:25:04.655-0500,4,wish,ae071e4152f043c6a6116d,DESKTOP,"user by-session,user by-session,user by-session,user by-session","07:25:04,07:25:04,07:25:10,07:25:24","N,N,N,C"
2016-02-18T07:20:39.776-0500,11,wish,68aaf9e1152f43041686a85,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","07:20:39,07:20:39,07:20:40,07:20:55,07:20:57,07:21:08,07:21:11,07:22:30,07:22:31,07:22:32,07:22:32","N,N,N,L,N,L,N,N,N,N,N"
2016-02-18T06:53:50.283-0500,3,wish,1a7467a3152f416419a511f,MOBILE,"user by-session,user by-session,user by-session","06:53:50,06:53:50,06:53:50","N,N,N"
2016-02-18T06:22:09.638-0500,5,wish,181c5eb9152e6f23b522c,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session","06:22:09,06:22:09,06:22:10,06:22:19,06:23:07","N,N,N,N,N"
2016-02-18T06:09:09.900-0500,7,wish,ae071e4152f261f27f705d,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","06:09:09,06:09:10,06:09:11,06:09:25,06:09:28,06:09:45,06:09:47","N,N,N,L,N,L,N"
2016-02-18T05:46:50.695-0500,6,wish,56d42d3e152f25a5123168a,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","05:46:50,05:46:51,05:46:52,05:47:28,05:47:47,05:47:55","N,N,N,C,N,N"
2016-02-18T05:34:03.153-0500,3,wish,ae071e4152f261f27f6148,MOBILE,"user by-session,user by-session,user by-session","05:34:03,05:34:03,05:34:04","N,N,N"
2016-02-18T05:23:04.238-0500,8,wish,ae071e4152f261f27f5b0b,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","05:23:04,05:23:04,05:23:05,05:23:45,05:23:48,05:25:09,05:25:13,05:25:15","N,N,N,L,N,N,N,N"
2016-02-18T04:53:48.064-0500,3,wish,ae071e4152f261f27f52b2,MOBILE,"user by-session,user by-session,user by-session","04:53:48,04:53:48,04:53:48","N,N,N"
2016-02-18T04:53:43.312-0500,3,wish,ae071e4152f261f27f52b2,MOBILE,"user by-session,user by-session,user by-session","04:53:43,04:53:43,04:53:43","N,N,N"
2016-02-18T04:52:52.543-0500,6,wish,ae071e4152f261f27f4fb1,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","04:52:52,04:52:52,04:52:53,04:53:13,04:55:54,04:56:02","N,N,N,C,N,N"
2016-02-18T04:28:19.897-0500,6,wish,56d42d3e152f25a5123245a,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","04:28:19,04:28:20,04:28:21,04:28:25,04:28:39,04:28:40","N,N,N,L,N,N"
2016-02-18T04:19:02.212-0500,12,wish,ae071e4152f261f27f4430,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user","04:19:02,04:19:02,04:19:02,04:19:30,04:19:32,04:19:39,04:20:11,04:20:23,04:20:24,04:20:24,04:20:37,04:22:47","N,N,N,L,N,L,N,N,N,N,N,N"
2016-02-18T04:09:30.532-0500,5,wish,56d42d3e152f25a51234a57,TABLET,"user by-session,user by-session,user by-session,user by-session,user","04:09:30,04:09:31,04:09:32,04:09:58,04:10:11","N,N,N,C,N"
2016-02-18T03:57:52.053-0500,2,wish,53066281152ca5295196f61,DESKTOP,"user by-session,user by-session","03:57:52,03:57:53","N,N"
2016-02-18T03:55:19.878-0500,3,wish,56d42d3e152f25a51234532,DESKTOP,"user by-session,user by-session,user by-session","03:55:19,03:55:21,03:55:26","N,N,N"
2016-02-18T03:16:05.413-0500,4,wish,ae071e4152f261f27f2cf3,MOBILE,"user by-session,user by-session,user by-session,user by-session","03:16:05,03:16:05,03:16:05,03:16:11","N,N,N,L"
2016-02-18T03:06:38.923-0500,3,wish,56d42d3e152f25a512332d6,DESKTOP,"user by-session,user by-session,user by-session","03:06:38,03:06:39,03:06:42","N,N,N"
2016-02-18T02:35:45.834-0500,3,wish,ae071e4152f261f27f372,TABLET,"user by-session,user by-session,user by-session","02:35:45,02:35:46,02:35:46","N,N,N"
2016-02-18T02:16:20.942-0500,11,wish,4a7068fe1515f5057aa3456,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","02:16:20,02:16:21,02:16:21,02:16:33,02:16:35,02:16:45,02:16:45,02:17:00,02:17:45,02:17:48,02:19:44","N,N,N,C,N,C,N,C,N,N,N"
2016-02-18T01:48:55.993-0500,4,wish,ae071e4152f261f27fea6,DESKTOP,"user by-session,user by-session,user by-session,user by-session","01:48:55,01:48:56,01:48:56,01:49:13","N,N,N,C"
2016-02-18T01:44:30.484-0500,6,wish,ae071e4152f261f27f9af,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","01:44:30,01:44:30,01:44:31,01:45:15,01:45:45,01:45:50","N,N,N,C,N,N"
2016-02-18T01:42:22.302-0500,3,wish,56d42d3e152f25a5123131a,DESKTOP,"user by-session,user by-session,user by-session","01:42:22,01:42:22,01:42:23","N,N,N"
2016-02-18T01:29:46.142-0500,7,wish,56d42d3e152f25a512331f8,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user","01:29:46,01:29:46,01:29:47,01:30:05,01:30:22,01:31:23,01:31:31","N,N,N,L,N,N,N"
2016-02-18T01:22:50.307-0500,4,wish,ae071e4152f261f27f7e,DESKTOP,"user by-session,user by-session,user by-session,user by-session","01:22:50,01:22:50,01:22:51,01:23:06","N,N,N,C"
2016-02-18T01:20:14.951-0500,5,wish,56d42d3e152f25a512382f,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session","01:20:14,01:20:15,01:20:15,01:20:22,01:20:22","N,N,N,N,N"
2016-02-18T01:15:22.296-0500,3,wish,56d42d3e152f25a512393,MOBILE,"user by-session,user by-session,user by-session","01:15:22,01:15:22,01:15:22","N,N,N"
2016-02-18T01:14:59.959-0500,3,wish,56d42d3e152f041585169b7,MOBILE,"user by-session,user by-session,user by-session","01:14:59,01:15:00,01:15:00","N,N,N"
2016-02-18T01:14:30.405-0500,10,wish,ae071e4152f261f27f254,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user","01:14:30,01:14:30,01:14:30,01:15:35,01:17:35,01:17:36,01:17:36,01:18:18,01:18:18,01:18:19","N,N,N,C,N,N,N,N,N,N"
2016-02-18T00:49:55.595-0500,3,wish,56d42d3e152f25a51237c3,TABLET,"user by-session,user by-session,user by-session","00:49:55,00:49:55,00:49:56","N,N,N"
2016-02-18T00:26:44.172-0500,10,wish,65282db6152ed30421e5597,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","00:26:44,00:26:44,00:26:45,00:28:02,00:28:03,00:29:12,00:29:14,00:30:07,00:30:08,00:31:05","N,N,N,C,N,C,N,C,N,C"
2016-02-18T00:14:10.996-0500,10,wish,2121ce7f151b8a1791b4895,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","00:14:10,00:14:11,00:14:12,00:14:42,00:14:47,00:15:07,00:15:09,00:15:14,00:15:31,00:15:50","N,N,N,C,N,C,C,N,L,N"
2016-02-18T00:06:25.752-0500,3,wish,2121ce7f151b8a1791b4895,DESKTOP,"user by-session,user by-session,user by-session","00:06:25,00:06:26,00:06:27","N,N,N"
2016-02-18T00:04:16.294-0500,3,wish,53a0a9e01517fa2f36c356a,MOBILE,"user by-session,user by-session,user by-session","00:04:16,00:04:17,00:04:18","N,N,N"
2016-02-17T23:56:39.122-0500,3,wish,56d42d3e152f25a51233008,TABLET,"user by-session,user by-session,user by-session","23:56:39,23:56:39,23:56:39","N,N,N"
2016-02-17T23:36:42.898-0500,3,wish,56d42d3e152f25a51233722,MOBILE,"user by-session,user by-session,user by-session","23:36:42,23:36:43,23:36:43","N,N,N"
2016-02-17T23:32:36.221-0500,3,wish,56d42d3e152f25a51233c27,DESKTOP,"user by-session,user by-session,user by-session","23:32:36,23:32:36,23:32:37","N,N,N"
2016-02-17T23:26:30.518-0500,4,wish,56d42d3e152f25a51233ea3,TABLET,"user by-session,user by-session,user by-session,user by-session","23:26:30,23:26:30,23:26:31,23:27:27","N,N,N,C"
2016-02-17T23:26:09.313-0500,3,wish,56d42d3e152f25a51233ea3,TABLET,"user by-session,user by-session,user by-session","23:26:09,23:26:09,23:26:11","N,N,N"
2016-02-17T23:23:15.997-0500,3,wish,56d42d3e152f25a512340c8,MOBILE,"user by-session,user by-session,user by-session","23:23:15,23:23:16,23:23:17","N,N,N"
2016-02-17T23:14:51.443-0500,3,wish,3c164a3d1515507b99e1aeb,DESKTOP,"user by-session,user by-session,user by-session","23:14:51,23:14:51,23:14:52","N,N,N"
2016-02-17T23:13:55.458-0500,4,wish,56d42d3e152f25a51234d42,MOBILE,"user by-session,user by-session,user by-session,user by-session","23:13:55,23:13:55,23:13:55,23:14:18","N,N,N,L"
2016-02-17T22:54:25.082-0500,5,wish,211bf084151f28d4bf41113,MOBILE,"user by-session,user by-session,user by-session,user by-session,user","22:54:25,22:54:25,22:54:25,22:55:03,22:56:57","N,N,N,C,N"
2016-02-17T22:53:06.669-0500,3,wish,ae071e4152f261f27f6012,DESKTOP,"user by-session,user by-session,user by-session","22:53:06,22:53:06,22:53:07","N,N,N"
2016-02-17T22:51:31.355-0500,4,wish,56d42d3e152f25a512359c1,MOBILE,"user by-session,user by-session,user by-session,user by-session","22:51:31,22:51:31,22:51:31,22:53:27","N,N,N,C"
2016-02-17T22:48:14.509-0500,4,wish,ae071e4152f261f27f62ed,TABLET,"user by-session,user by-session,user by-session,user by-session","22:48:14,22:48:14,22:48:16,22:48:48","N,N,N,L"
2016-02-17T22:47:28.021-0500,3,wish,ae071e4152f261f27f678b,MOBILE,"user by-session,user by-session,user by-session","22:47:28,22:47:28,22:47:29","N,N,N"
2016-02-17T22:47:26.637-0500,1,wish,ae071e4152f261f27f678b,MOBILE,user by-session,22:47:26,N
2016-02-17T22:47:16.481-0500,3,wish,5bc36e2615268fd1f247f7e,MOBILE,"user by-session,user by-session,user by-session","22:47:16,22:47:16,22:47:16","N,N,N"
2016-02-17T22:43:35.969-0500,5,wish,56d42d3e152f25a51236230,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","22:43:35,22:43:36,22:43:36,22:43:58,22:44:49","N,N,N,C,N"
2016-02-17T22:37:26.010-0500,3,wish,ae071e4152f261f27f6c7d,MOBILE,"user by-session,user by-session,user by-session","22:37:26,22:37:26,22:37:27","N,N,N"
2016-02-17T22:34:53.949-0500,3,wish,65282db6152ed30421e3232,DESKTOP,"user by-session,user by-session,user by-session","22:34:53,22:34:54,22:34:55","N,N,N"
2016-02-17T22:33:47.510-0500,5,wish,65282db6152ed30421e3232,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","22:33:47,22:33:47,22:33:54,22:34:13,22:34:16","N,N,N,L,N"
2016-02-17T22:26:50.617-0500,4,wish,56d42d3e152f25a5123750a,MOBILE,"user by-session,user by-session,user by-session,user by-session","22:26:50,22:26:50,22:26:51,22:27:08","N,N,N,L"
2016-02-17T22:11:34.997-0500,4,wish,4f7c69b01529c84a6e5c58,DESKTOP,"user by-session,user by-session,user by-session,user by-session","22:11:34,22:11:35,22:11:35,22:13:18","N,N,N,N"
2016-02-17T22:11:18.405-0500,3,wish,51d5e17414f26843e454986,DESKTOP,"user by-session,user by-session,user by-session","22:11:18,22:11:18,22:11:19","N,N,N"
2016-02-17T22:06:35.458-0500,7,wish,56d42d3e152f14569587740,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","22:06:35,22:06:35,22:06:35,22:06:47,22:06:49,22:07:08,22:07:26","N,N,N,L,N,C,N"
2016-02-17T21:43:59.832-0500,6,wish,1cc97ae014e491674776c8f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","21:43:59,21:44:00,21:44:01,21:44:21,21:44:24,21:47:50","N,N,N,L,N,N"
2016-02-17T21:34:41.571-0500,4,wish,56d42d3e152f14569585e09,MOBILE,"user by-session,user by-session,user by-session,user by-session","21:34:41,21:34:41,21:34:42,21:34:52","N,N,N,L"
2016-02-17T21:29:12.175-0500,3,wish,56d42d3e152f14569585be7,MOBILE,"user by-session,user by-session,user by-session","21:29:12,21:29:22,21:29:34","N,N,N"
2016-02-17T21:24:12.538-0500,5,wish,40e70b4014fdac4a81240d0,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","21:24:12,21:24:12,21:24:13,21:24:29,21:26:14","N,N,N,L,N"
2016-02-17T21:24:01.330-0500,3,wish,ae071e4152f14e96d14d9d,MOBILE,"user by-session,user by-session,user by-session","21:24:01,21:24:01,21:24:03","N,N,N"
2016-02-17T21:23:43.275-0500,3,wish,1d64ef71152c1f1f5b07039,DESKTOP,"user by-session,user by-session,user by-session","21:23:43,21:23:43,21:23:43","N,N,N"
2016-02-17T21:22:27.872-0500,3,wish,56d42d3e152f14569585033,DESKTOP,"user by-session,user by-session,user by-session","21:22:27,21:22:27,21:22:28","N,N,N"
2016-02-17T21:20:44.115-0500,3,wish,56d42d3e152f0415851a6c,MOBILE,"user by-session,user by-session,user by-session","21:20:44,21:20:44,21:20:44","N,N,N"
2016-02-17T20:57:38.323-0500,4,wish,56d42d3e152f14569582e21,MOBILE,"user by-session,user by-session,user by-session,user by-session","20:57:38,20:57:38,20:57:38,20:57:54","N,N,N,L"
2016-02-17T20:57:34.263-0500,4,wish,ae071e4152f14e96d12c88,DESKTOP,"user by-session,user by-session,user by-session,user by-session","20:57:34,20:57:35,20:57:36,20:57:46","N,N,N,L"
2016-02-17T20:57:24.804-0500,3,wish,56d42d3e152f14569583f69,MOBILE,"user by-session,user by-session,user by-session","20:57:24,20:57:24,20:57:25","N,N,N"
2016-02-17T20:34:18.201-0500,3,wish,50a7171f1529e1576352c5a,DESKTOP,"user by-session,user by-session,user by-session","20:34:18,20:34:18,20:34:18","N,N,N"
2016-02-17T20:30:57.683-0500,3,wish,65282db6152ec3116a74589,DESKTOP,"user by-session,user by-session,user by-session","20:30:57,20:30:57,20:30:58","N,N,N"
2016-02-17T20:25:34.926-0500,4,wish,56d42d3e152f14569581ea4,DESKTOP,"user by-session,user by-session,user by-session,user by-session","20:25:34,20:25:36,20:25:38,20:25:55","N,N,N,C"
2016-02-17T20:21:27.238-0500,4,wish,4b2ba6201527874783e450a,DESKTOP,"user by-session,user by-session,user by-session,user by-session","20:21:27,20:21:27,20:21:27,20:21:57","N,N,N,N"
2016-02-17T20:15:58.824-0500,3,wish,56d42d3e152f1456958133a,DESKTOP,"user by-session,user by-session,user by-session","20:15:58,20:15:59,20:16:00","N,N,N"
2016-02-17T20:05:13.304-0500,5,wish,56d42d3e152f14569586f7,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","20:05:13,20:05:13,20:05:15,20:05:30,20:08:26","N,N,N,C,N"
2016-02-17T20:02:34.065-0500,3,wish,56d42d3e152f14569589dc,TABLET,"user by-session,user by-session,user by-session","20:02:34,20:02:34,20:02:35","N,N,N"
2016-02-17T19:44:49.566-0500,3,wish,ae071e4152f14e96d1b7f,MOBILE,"user by-session,user by-session,user by-session","19:44:49,19:44:50,19:44:50","N,N,N"
2016-02-17T19:44:44.127-0500,4,wish,1ee29de5152ec2ae5543751,DESKTOP,"user by-session,user by-session,user by-session,user by-session","19:44:44,19:44:44,19:44:44,19:44:59","N,N,N,L"
2016-02-17T19:42:04.276-0500,3,wish,56d42d3e152f1456958267f,MOBILE,"user by-session,user by-session,user by-session","19:42:04,19:42:04,19:42:04","N,N,N"
2016-02-17T19:39:23.612-0500,2,wish,ae071e4152f14e96d1fbd,DESKTOP,"user by-session,user by-session","19:39:23,19:39:26","N,N"
2016-02-17T19:39:22.867-0500,2,wish,ae071e4152f14e96d1fbd,DESKTOP,"user by-session,user by-session","19:39:22,19:39:23","N,N"
2016-02-17T19:25:17.718-0500,3,wish,6e8ebbf150ab9df9c2e40,DESKTOP,"user by-session,user by-session,user by-session","19:25:17,19:25:17,19:25:18","N,N,N"
2016-02-17T19:23:06.277-0500,6,wish,6ede4801151922b07bd6e17,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","19:23:06,19:23:06,19:23:07,19:23:37,19:23:40,19:25:21","N,N,N,L,N,C"
2016-02-17T19:16:37.610-0500,4,wish,28aa90ae1518463593076cb,MOBILE,"user by-session,user by-session,user by-session,user by-session","19:16:37,19:16:37,19:16:38,19:16:44","N,N,N,N"
2016-02-17T19:10:50.256-0500,9,wish,56d42d3e152f14569583b58,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","19:10:50,19:10:50,19:10:50,19:11:05,19:11:05,19:11:34,19:11:34,19:12:16,19:12:17","N,N,N,N,N,L,N,L,N"
